PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,__ParsedDate__,Year,Month,MonthName,YearMonth,Quarter,_SpendTemp_,__Delivery__,LeadDays
PO-00587,Gamma_Co,11/14/2022,11/20/2022,Office Supplies,Pending,880,19.15,18.69,,No,11/14/2022,2022,11,Nov,2022-11,2022Q4,19.15,11/20/2022,6
PO-00588,Gamma_Co,8/19/2022,8/25/2022,MRO,Delivered,1860,95.8,92.17,105,No,8/19/2022,2022,8,Aug,2022-08,2022Q3,95.8,8/25/2022,6
PO-00589,Delta_Logistics,7/23/2022,8/9/2022,MRO,Delivered,1677,22.98,21.71,246,Yes,7/23/2022,2022,7,Jul,2022-07,2022Q3,22.98,9/8/2022,47
PO-00590,Beta_Supplies,5/31/2022,6/7/2022,Packaging,Partially Delivered,1131,97.43,91.28,103,Yes,5/31/2022,2022,5,May,2022-05,2022Q2,97.43,7/6/2022,36
PO-00591,Epsilon_Group,1/26/2022,2/3/2022,Raw Materials,Cancelled,1419,50.14,43.46,,Yes,1/26/2022,2022,1,Jan,2022-01,2022Q1,50.14,3/2/2022,35
PO-00592,Delta_Logistics,2/17/2022,2/18/2022,Raw Materials,Pending,790,26.8,25.62,115,Yes,2/17/2022,2022,2,Feb,2022-02,2022Q1,26.8,2/18/2022,1
PO-00593,Gamma_Co,9/8/2022,9/27/2022,MRO,Pending,1547,61.12,53.43,77,Yes,8/9/2022,2022,8,Aug,2022-08,2022Q3,61.12,9/27/2022,49
PO-00594,Delta_Logistics,5/2/2023,5/20/2023,Office Supplies,Cancelled,166,95.65,94.48,23,Yes,2/5/2023,2023,2,Feb,2023-02,2023Q1,95.65,5/20/2023,104
PO-00595,Alpha_Inc,9/18/2023,9/21/2023,Electronics,Delivered,1903,83.49,82.33,43,Yes,9/18/2023,2023,9,Sep,2023-09,2023Q3,83.49,9/21/2023,3
PO-00596,Delta_Logistics,3/16/2022,3/29/2022,Office Supplies,Partially Delivered,840,83.42,80.35,153,Yes,3/16/2022,2022,3,Mar,2022-03,2022Q1,83.42,3/29/2022,13
PO-00597,Delta_Logistics,4/12/2023,,MRO,Delivered,1200,74.49,64.63,161,Yes,12/4/2023,2023,12,Dec,2023-12,2023Q4,74.49,,
PO-00598,Gamma_Co,3/1/2023,3/18/2023,Raw Materials,Delivered,1466,77.37,70.35,72,Yes,1/3/2023,2023,1,Jan,2023-01,2023Q1,77.37,3/18/2023,74
PO-00599,Alpha_Inc,10/7/2023,10/21/2023,Office Supplies,Delivered,1981,95.5,94.39,49,Yes,7/10/2023,2023,7,Jul,2023-07,2023Q3,95.5,10/21/2023,103
PO-00600,Gamma_Co,8/13/2023,8/16/2023,Packaging,Delivered,1062,35.55,32.38,,Yes,8/13/2023,2023,8,Aug,2023-08,2023Q3,35.55,8/16/2023,3
PO-00601,Alpha_Inc,7/19/2022,7/30/2022,MRO,Delivered,1714,55.67,55.09,42,Yes,7/19/2022,2022,7,Jul,2022-07,2022Q3,55.67,7/30/2022,11
PO-00602,Alpha_Inc,12/15/2023,12/30/2023,Office Supplies,Delivered,1131,33.35,31.28,23,Yes,12/15/2023,2023,12,Dec,2023-12,2023Q4,33.35,12/30/2023,15
PO-00603,Alpha_Inc,1/29/2023,2/15/2023,Office Supplies,Delivered,683,104.82,101.34,,Yes,1/29/2023,2023,1,Jan,2023-01,2023Q1,104.82,2/15/2023,17
PO-00604,Gamma_Co,5/22/2023,6/9/2023,Packaging,Partially Delivered,562,102.56,90.88,38,Yes,5/22/2023,2023,5,May,2023-05,2023Q2,102.56,9/6/2023,107
PO-00605,Alpha_Inc,2/14/2023,2/20/2023,Electronics,Delivered,1824,14.43,14.11,36,Yes,2/14/2023,2023,2,Feb,2023-02,2023Q1,14.43,2/20/2023,6
PO-00606,Beta_Supplies,9/7/2022,9/12/2022,Electronics,Partially Delivered,851,76.44,74.76,91,Yes,7/9/2022,2022,7,Jul,2022-07,2022Q3,76.44,12/9/2022,153
PO-00607,Beta_Supplies,6/1/2022,6/3/2022,Office Supplies,Delivered,1169,95.6,82.16,103,Yes,1/6/2022,2022,1,Jan,2022-01,2022Q1,95.6,3/6/2022,59
PO-00608,Epsilon_Group,11/3/2023,11/20/2023,MRO,Delivered,1711,29.14,26.35,48,Yes,3/11/2023,2023,3,Mar,2023-03,2023Q1,29.14,11/20/2023,254
PO-00609,Beta_Supplies,12/6/2023,12/12/2023,Packaging,Pending,1191,68.14,61.71,112,Yes,6/12/2023,2023,6,Jun,2023-06,2023Q2,68.14,12/12/2023,183
PO-00610,Epsilon_Group,1/6/2022,1/14/2022,Electronics,Delivered,609,92.39,82.75,29,Yes,6/1/2022,2022,6,Jun,2022-06,2022Q2,92.39,1/14/2022,-138
PO-00611,Beta_Supplies,4/20/2022,5/7/2022,Office Supplies,Delivered,1674,13.25,11.77,181,Yes,4/20/2022,2022,4,Apr,2022-04,2022Q2,13.25,7/5/2022,76
PO-00612,Gamma_Co,3/12/2023,3/15/2023,MRO,Delivered,537,77.86,71.18,20,Yes,12/3/2023,2023,12,Dec,2023-12,2023Q4,77.86,3/15/2023,-263
PO-00613,Epsilon_Group,8/13/2022,8/31/2022,Electronics,Delivered,1310,38.05,37,45,Yes,8/13/2022,2022,8,Aug,2022-08,2022Q3,38.05,8/31/2022,18
PO-00614,Delta_Logistics,6/30/2022,7/10/2022,Raw Materials,Delivered,1958,95.53,91.72,308,Yes,6/30/2022,2022,6,Jun,2022-06,2022Q2,95.53,10/7/2022,99
PO-00615,Delta_Logistics,12/14/2023,12/17/2023,Office Supplies,Delivered,946,108.6,101.78,146,Yes,12/14/2023,2023,12,Dec,2023-12,2023Q4,108.6,12/17/2023,3
PO-00616,Beta_Supplies,6/15/2023,6/21/2023,Packaging,Partially Delivered,1345,103.06,95.14,,Yes,6/15/2023,2023,6,Jun,2023-06,2023Q2,103.06,6/21/2023,6
PO-00617,Delta_Logistics,4/21/2023,5/10/2023,MRO,Delivered,1262,56.63,51.46,,No,4/21/2023,2023,4,Apr,2023-04,2023Q2,56.63,10/5/2023,167
PO-00618,Beta_Supplies,2/21/2022,3/13/2022,Office Supplies,Pending,753,88.02,79.92,75,Yes,2/21/2022,2022,2,Feb,2022-02,2022Q1,88.02,3/13/2022,20
PO-00619,Beta_Supplies,7/25/2023,8/14/2023,Electronics,Delivered,1520,93.75,81.63,149,Yes,7/25/2023,2023,7,Jul,2023-07,2023Q3,93.75,8/14/2023,20
PO-00620,Delta_Logistics,9/13/2022,10/2/2022,Office Supplies,Delivered,630,40.27,37.54,76,Yes,9/13/2022,2022,9,Sep,2022-09,2022Q3,40.27,2/10/2022,-215
PO-00621,Delta_Logistics,5/5/2022,5/6/2022,Office Supplies,Delivered,839,86.29,82.51,110,Yes,5/5/2022,2022,5,May,2022-05,2022Q2,86.29,6/5/2022,31
PO-00622,Alpha_Inc,4/13/2023,5/2/2023,Electronics,Delivered,910,14.33,14.07,27,Yes,4/13/2023,2023,4,Apr,2023-04,2023Q2,14.33,2/5/2023,-67
PO-00623,Epsilon_Group,5/17/2022,5/24/2022,Raw Materials,Delivered,296,64.94,63.61,,Yes,5/17/2022,2022,5,May,2022-05,2022Q2,64.94,5/24/2022,7
PO-00624,Beta_Supplies,4/21/2023,5/5/2023,MRO,Delivered,1149,33,30.65,141,Yes,4/21/2023,2023,4,Apr,2023-04,2023Q2,33,5/5/2023,14
PO-00625,Delta_Logistics,11/15/2023,11/16/2023,Electronics,Delivered,203,23.14,20,,No,11/15/2023,2023,11,Nov,2023-11,2023Q4,23.14,11/16/2023,1
PO-00626,Epsilon_Group,6/28/2023,7/16/2023,Office Supplies,Delivered,1729,18.36,16.34,47,Yes,6/28/2023,2023,6,Jun,2023-06,2023Q2,18.36,7/16/2023,18
PO-00627,Delta_Logistics,7/27/2023,8/6/2023,Office Supplies,Delivered,1508,79.21,73.27,226,Yes,7/27/2023,2023,7,Jul,2023-07,2023Q3,79.21,6/8/2023,-49
PO-00628,Delta_Logistics,9/2/2023,9/15/2023,Packaging,Partially Delivered,1046,44.65,40.1,165,No,2/9/2023,2023,2,Feb,2023-02,2023Q1,44.65,9/15/2023,218
PO-00629,Alpha_Inc,11/21/2022,11/24/2022,Office Supplies,Delivered,1159,78.99,71.69,14,Yes,11/21/2022,2022,11,Nov,2022-11,2022Q4,78.99,11/24/2022,3
PO-00630,Beta_Supplies,3/30/2023,4/5/2023,Electronics,Delivered,746,16.99,15.35,69,No,3/30/2023,2023,3,Mar,2023-03,2023Q1,16.99,5/4/2023,35
PO-00631,Beta_Supplies,9/20/2023,10/6/2023,Packaging,Delivered,1358,42.21,38.75,128,Yes,9/20/2023,2023,9,Sep,2023-09,2023Q3,42.21,6/10/2023,-102
PO-00632,Gamma_Co,6/1/2023,6/12/2023,Office Supplies,Delivered,1293,63.53,59.42,79,Yes,1/6/2023,2023,1,Jan,2023-01,2023Q1,63.53,12/6/2023,334
PO-00633,Alpha_Inc,3/13/2023,3/24/2023,Electronics,Delivered,1142,86.85,74.28,30,Yes,3/13/2023,2023,3,Mar,2023-03,2023Q1,86.85,3/24/2023,11
PO-00634,Epsilon_Group,7/16/2023,7/27/2023,MRO,Delivered,1120,42.17,37.47,33,Yes,7/16/2023,2023,7,Jul,2023-07,2023Q3,42.17,7/27/2023,11
PO-00635,Alpha_Inc,4/2/2023,4/14/2023,MRO,Delivered,1058,71.3,62.04,,Yes,2/4/2023,2023,2,Feb,2023-02,2023Q1,71.3,4/14/2023,69
PO-00636,Epsilon_Group,6/12/2022,,Office Supplies,Delivered,143,91.98,86.02,5,Yes,12/6/2022,2022,12,Dec,2022-12,2022Q4,91.98,,
PO-00637,Beta_Supplies,5/2/2023,5/14/2023,MRO,Delivered,1823,70.66,66.92,202,Yes,2/5/2023,2023,2,Feb,2023-02,2023Q1,70.66,5/14/2023,98
PO-00638,Gamma_Co,4/6/2023,4/10/2023,Office Supplies,Delivered,1007,33.29,28.48,49,Yes,6/4/2023,2023,6,Jun,2023-06,2023Q2,33.29,10/4/2023,122
PO-00639,Gamma_Co,9/23/2022,10/8/2022,Packaging,Delivered,1061,12.68,12.36,56,No,9/23/2022,2022,9,Sep,2022-09,2022Q3,12.68,8/10/2022,-44
PO-00640,Beta_Supplies,9/11/2022,9/26/2022,MRO,Pending,502,91.84,82.33,,Yes,11/9/2022,2022,11,Nov,2022-11,2022Q4,91.84,9/26/2022,-44
PO-00641,Delta_Logistics,10/15/2023,10/19/2023,Packaging,Delivered,1277,13.17,11.63,199,No,10/15/2023,2023,10,Oct,2023-10,2023Q4,13.17,10/19/2023,4
PO-00642,Alpha_Inc,10/11/2022,10/24/2022,Packaging,Delivered,961,92.72,88.49,22,Yes,11/10/2022,2022,11,Nov,2022-11,2022Q4,92.72,10/24/2022,-17
PO-00643,Gamma_Co,6/18/2023,7/2/2023,Packaging,Delivered,267,62.5,61.18,17,Yes,6/18/2023,2023,6,Jun,2023-06,2023Q2,62.5,2/7/2023,-131
PO-00644,Delta_Logistics,5/12/2023,5/18/2023,Raw Materials,Cancelled,523,102.08,99.59,,Yes,12/5/2023,2023,12,Dec,2023-12,2023Q4,102.08,5/18/2023,-201
PO-00645,Epsilon_Group,10/4/2023,10/23/2023,Electronics,Pending,481,90.49,77.17,,Yes,4/10/2023,2023,4,Apr,2023-04,2023Q2,90.49,10/23/2023,196
PO-00646,Gamma_Co,9/2/2022,9/9/2022,Office Supplies,Delivered,390,103.81,100.12,20,Yes,2/9/2022,2022,2,Feb,2022-02,2022Q1,103.81,9/9/2022,212
PO-00647,Epsilon_Group,10/9/2022,10/25/2022,Packaging,Delivered,600,43.43,38.76,22,Yes,9/10/2022,2022,9,Sep,2022-09,2022Q3,43.43,10/25/2022,45
PO-00648,Delta_Logistics,3/27/2023,,Office Supplies,Delivered,1685,84.58,75.21,253,No,3/27/2023,2023,3,Mar,2023-03,2023Q1,84.58,,
PO-00649,Epsilon_Group,3/21/2022,3/31/2022,Packaging,Cancelled,1362,46.64,42.85,33,Yes,3/21/2022,2022,3,Mar,2022-03,2022Q1,46.64,3/31/2022,10
PO-00650,Delta_Logistics,1/1/2024,1/4/2024,Electronics,Pending,1327,59.57,56.44,169,Yes,1/1/2024,2024,1,Jan,2024-01,2024Q1,59.57,4/1/2024,91
PO-00651,Epsilon_Group,10/20/2022,,MRO,Delivered,1807,69.47,60,50,Yes,10/20/2022,2022,10,Oct,2022-10,2022Q4,69.47,,
PO-00652,Alpha_Inc,8/29/2022,9/6/2022,Office Supplies,Pending,406,91.73,89.13,,Yes,8/29/2022,2022,8,Aug,2022-08,2022Q3,91.73,6/9/2022,-81
PO-00653,Gamma_Co,10/6/2022,10/18/2022,Raw Materials,Partially Delivered,72,103,89.49,1,No,6/10/2022,2022,6,Jun,2022-06,2022Q2,103,10/18/2022,130
PO-00654,Gamma_Co,12/10/2022,12/20/2022,Office Supplies,Delivered,1835,83.5,82.36,85,No,10/12/2022,2022,10,Oct,2022-10,2022Q4,83.5,12/20/2022,69
PO-00655,Delta_Logistics,11/24/2022,12/10/2022,Electronics,Pending,571,49.98,45.58,,No,11/24/2022,2022,11,Nov,2022-11,2022Q4,49.98,10/12/2022,-43
PO-00656,Epsilon_Group,7/8/2023,7/9/2023,Packaging,Delivered,1831,52.24,50.44,60,Yes,8/7/2023,2023,8,Aug,2023-08,2023Q3,52.24,9/7/2023,31
PO-00657,Beta_Supplies,3/24/2022,4/7/2022,Office Supplies,Pending,1910,77.15,68.49,170,Yes,3/24/2022,2022,3,Mar,2022-03,2022Q1,77.15,7/4/2022,102
PO-00658,Gamma_Co,5/22/2022,5/31/2022,Electronics,Partially Delivered,1173,32.12,29.18,,Yes,5/22/2022,2022,5,May,2022-05,2022Q2,32.12,5/31/2022,9
PO-00659,Epsilon_Group,6/4/2022,6/17/2022,Packaging,Partially Delivered,851,20.44,19.22,22,Yes,4/6/2022,2022,4,Apr,2022-04,2022Q2,20.44,6/17/2022,72
PO-00660,Epsilon_Group,8/25/2022,9/7/2022,MRO,Cancelled,1253,43.38,38.01,34,Yes,8/25/2022,2022,8,Aug,2022-08,2022Q3,43.38,7/9/2022,-47
PO-00661,Alpha_Inc,1/28/2023,2/15/2023,Electronics,Delivered,1296,38,33.42,33,Yes,1/28/2023,2023,1,Jan,2023-01,2023Q1,38,2/15/2023,18
PO-00662,Beta_Supplies,12/12/2023,12/30/2023,Raw Materials,Delivered,1979,40.88,39.46,221,Yes,12/12/2023,2023,12,Dec,2023-12,2023Q4,40.88,12/30/2023,18
PO-00663,Gamma_Co,6/6/2022,6/19/2022,Office Supplies,Delivered,811,31.8,30.33,58,Yes,6/6/2022,2022,6,Jun,2022-06,2022Q2,31.8,6/19/2022,13
PO-00664,Alpha_Inc,12/25/2023,1/12/2024,Electronics,Delivered,1732,15.37,14.7,38,Yes,12/25/2023,2023,12,Dec,2023-12,2023Q4,15.37,12/1/2024,342
PO-00665,Beta_Supplies,8/8/2022,8/28/2022,Packaging,Delivered,491,12.01,11.67,47,Yes,8/8/2022,2022,8,Aug,2022-08,2022Q3,12.01,8/28/2022,20
PO-00666,Gamma_Co,3/7/2022,3/11/2022,Packaging,Cancelled,1681,99.88,96.38,90,Yes,7/3/2022,2022,7,Jul,2022-07,2022Q3,99.88,11/3/2022,123
PO-00667,Alpha_Inc,3/1/2023,3/5/2023,Raw Materials,Partially Delivered,818,51.89,47.85,12,Yes,1/3/2023,2023,1,Jan,2023-01,2023Q1,51.89,5/3/2023,120
PO-00668,Beta_Supplies,2/22/2023,3/5/2023,Office Supplies,Delivered,1065,47.49,41.42,113,Yes,2/22/2023,2023,2,Feb,2023-02,2023Q1,47.49,5/3/2023,70
PO-00669,Gamma_Co,12/5/2022,12/17/2022,Packaging,Delivered,1398,75.08,67.09,57,Yes,5/12/2022,2022,5,May,2022-05,2022Q2,75.08,12/17/2022,219
PO-00670,Beta_Supplies,7/10/2023,7/17/2023,Packaging,Delivered,565,32.31,29.76,60,Yes,10/7/2023,2023,10,Oct,2023-10,2023Q4,32.31,7/17/2023,-82
PO-00671,Epsilon_Group,4/23/2023,5/6/2023,Packaging,Pending,1089,102.66,89.21,33,Yes,4/23/2023,2023,4,Apr,2023-04,2023Q2,102.66,6/5/2023,43
PO-00672,Delta_Logistics,3/2/2023,3/4/2023,Electronics,Delivered,841,86.43,83.77,125,No,2/3/2023,2023,2,Feb,2023-02,2023Q1,86.43,4/3/2023,59
PO-00673,Delta_Logistics,3/5/2022,3/16/2022,Electronics,Delivered,385,18.23,17.74,,Yes,5/3/2022,2022,5,May,2022-05,2022Q2,18.23,3/16/2022,-48
PO-00674,Epsilon_Group,7/31/2022,8/17/2022,Office Supplies,Delivered,1832,49.01,41.86,52,Yes,7/31/2022,2022,7,Jul,2022-07,2022Q3,49.01,8/17/2022,17
PO-00675,Beta_Supplies,3/7/2023,3/27/2023,Raw Materials,Delivered,307,95.36,83.63,29,Yes,7/3/2023,2023,7,Jul,2023-07,2023Q3,95.36,3/27/2023,-98
PO-00676,Epsilon_Group,2/3/2023,2/8/2023,Office Supplies,Delivered,546,101.2,97.82,21,Yes,3/2/2023,2023,3,Mar,2023-03,2023Q1,101.2,8/2/2023,153
PO-00677,Delta_Logistics,8/22/2023,9/11/2023,Raw Materials,Delivered,945,57.01,55.14,147,No,8/22/2023,2023,8,Aug,2023-08,2023Q3,57.01,11/9/2023,79
PO-00678,Delta_Logistics,12/14/2023,12/27/2023,MRO,Pending,209,72.71,64.34,39,Yes,12/14/2023,2023,12,Dec,2023-12,2023Q4,72.71,12/27/2023,13
PO-00679,Beta_Supplies,1/21/2022,,Packaging,Delivered,1548,25.03,22.87,,Yes,1/21/2022,2022,1,Jan,2022-01,2022Q1,25.03,,
PO-00680,Delta_Logistics,8/13/2023,8/23/2023,Raw Materials,Delivered,901,108.63,106.3,141,Yes,8/13/2023,2023,8,Aug,2023-08,2023Q3,108.63,8/23/2023,10
PO-00681,Epsilon_Group,1/25/2023,2/11/2023,Packaging,Delivered,1737,32.7,31.02,48,Yes,1/25/2023,2023,1,Jan,2023-01,2023Q1,32.7,11/2/2023,281
PO-00682,Beta_Supplies,5/4/2023,5/22/2023,Raw Materials,Delivered,1981,102.43,90.99,204,Yes,4/5/2023,2023,4,Apr,2023-04,2023Q2,102.43,5/22/2023,47
PO-00683,Epsilon_Group,1/7/2022,1/26/2022,MRO,Pending,739,68.47,66.09,19,Yes,7/1/2022,2022,7,Jul,2022-07,2022Q3,68.47,1/26/2022,-156
PO-00684,Beta_Supplies,12/27/2022,12/28/2022,Raw Materials,Delivered,1748,68.25,62.84,171,Yes,12/27/2022,2022,12,Dec,2022-12,2022Q4,68.25,12/28/2022,1
PO-00685,Delta_Logistics,11/2/2022,11/6/2022,Office Supplies,Cancelled,429,58.95,55.35,59,No,2/11/2022,2022,2,Feb,2022-02,2022Q1,58.95,6/11/2022,120
PO-00686,Gamma_Co,2/4/2023,,Electronics,Delivered,1618,32.76,28.41,62,Yes,4/2/2023,2023,4,Apr,2023-04,2023Q2,32.76,,
PO-00687,Beta_Supplies,3/6/2023,3/7/2023,Packaging,Delivered,1006,27.7,23.66,101,No,6/3/2023,2023,6,Jun,2023-06,2023Q2,27.7,7/3/2023,30
PO-00688,Beta_Supplies,7/6/2023,7/15/2023,Electronics,Partially Delivered,740,32.53,29.35,84,Yes,6/7/2023,2023,6,Jun,2023-06,2023Q2,32.53,7/15/2023,38
PO-00689,Gamma_Co,7/14/2023,,Raw Materials,Delivered,1500,29.19,27.24,72,Yes,7/14/2023,2023,7,Jul,2023-07,2023Q3,29.19,,
PO-00690,Delta_Logistics,9/10/2023,9/29/2023,Office Supplies,Cancelled,1686,88.18,77.15,,Yes,10/9/2023,2023,10,Oct,2023-10,2023Q4,88.18,9/29/2023,-10
PO-00691,Epsilon_Group,8/14/2022,8/16/2022,Raw Materials,Cancelled,1341,42.96,41.75,39,Yes,8/14/2022,2022,8,Aug,2022-08,2022Q3,42.96,8/16/2022,2
PO-00692,Alpha_Inc,5/15/2023,5/21/2023,MRO,Cancelled,1908,16.42,15.31,36,Yes,5/15/2023,2023,5,May,2023-05,2023Q2,16.42,5/21/2023,6
PO-00693,Gamma_Co,8/13/2022,9/2/2022,MRO,Partially Delivered,1650,100.62,90.45,85,Yes,8/13/2022,2022,8,Aug,2022-08,2022Q3,100.62,2/9/2022,-185
PO-00694,Alpha_Inc,10/7/2022,10/20/2022,MRO,Delivered,1490,93.57,81.68,29,Yes,7/10/2022,2022,7,Jul,2022-07,2022Q3,93.57,10/20/2022,102
PO-00695,Delta_Logistics,3/23/2023,3/31/2023,Raw Materials,Delivered,1241,100.04,97.56,187,Yes,3/23/2023,2023,3,Mar,2023-03,2023Q1,100.04,3/31/2023,8
PO-00696,Beta_Supplies,5/13/2023,5/17/2023,MRO,Delivered,1915,107.51,102.66,184,Yes,5/13/2023,2023,5,May,2023-05,2023Q2,107.51,5/17/2023,4
PO-00697,Beta_Supplies,1/30/2022,2/14/2022,Raw Materials,Delivered,1116,25.65,24.28,121,Yes,1/30/2022,2022,1,Jan,2022-01,2022Q1,25.65,2/14/2022,15
PO-00698,Delta_Logistics,2/3/2023,2/8/2023,Raw Materials,Delivered,1629,48.63,43.28,260,Yes,3/2/2023,2023,3,Mar,2023-03,2023Q1,48.63,8/2/2023,153
PO-00699,Epsilon_Group,12/11/2022,12/18/2022,Office Supplies,Delivered,334,82.54,74.63,,Yes,11/12/2022,2022,11,Nov,2022-11,2022Q4,82.54,12/18/2022,36
PO-00700,Epsilon_Group,11/16/2023,12/6/2023,Packaging,Delivered,446,80.63,70.37,,Yes,11/16/2023,2023,11,Nov,2023-11,2023Q4,80.63,6/12/2023,-157
PO-00701,Delta_Logistics,11/27/2023,,Electronics,Delivered,61,26.47,24.62,6,Yes,11/27/2023,2023,11,Nov,2023-11,2023Q4,26.47,,
PO-00702,Delta_Logistics,2/19/2023,2/21/2023,Packaging,Delivered,1680,88.85,87.53,,Yes,2/19/2023,2023,2,Feb,2023-02,2023Q1,88.85,2/21/2023,2
PO-00703,Delta_Logistics,6/19/2022,7/6/2022,Electronics,Delivered,1375,30.95,30.02,223,Yes,6/19/2022,2022,6,Jun,2022-06,2022Q2,30.95,6/7/2022,-12
PO-00704,Delta_Logistics,4/24/2023,5/5/2023,Electronics,Partially Delivered,1971,32.4,30.48,321,Yes,4/24/2023,2023,4,Apr,2023-04,2023Q2,32.4,5/5/2023,11
PO-00705,Delta_Logistics,5/11/2022,,Raw Materials,Pending,1326,59.49,56.21,,Yes,11/5/2022,2022,11,Nov,2022-11,2022Q4,59.49,,
PO-00706,Delta_Logistics,9/30/2023,10/13/2023,MRO,Cancelled,548,69.7,61.87,90,Yes,9/30/2023,2023,9,Sep,2023-09,2023Q3,69.7,10/13/2023,13
PO-00707,Beta_Supplies,7/1/2023,7/7/2023,MRO,Delivered,803,67.81,61.53,78,Yes,1/7/2023,2023,1,Jan,2023-01,2023Q1,67.81,7/7/2023,181
PO-00708,Alpha_Inc,1/28/2022,2/15/2022,MRO,Delivered,84,18.23,15.55,0,Yes,1/28/2022,2022,1,Jan,2022-01,2022Q1,18.23,2/15/2022,18
PO-00709,Epsilon_Group,2/8/2023,2/20/2023,Packaging,Delivered,776,94.75,90.89,19,Yes,8/2/2023,2023,8,Aug,2023-08,2023Q3,94.75,2/20/2023,-163
PO-00710,Alpha_Inc,8/30/2023,9/8/2023,MRO,Delivered,898,37.12,35.54,18,No,8/30/2023,2023,8,Aug,2023-08,2023Q3,37.12,8/9/2023,-21
PO-00711,Beta_Supplies,8/1/2023,8/8/2023,Office Supplies,Cancelled,139,23.71,20.18,14,Yes,1/8/2023,2023,1,Jan,2023-01,2023Q1,23.71,8/8/2023,212
PO-00712,Gamma_Co,11/10/2023,,Raw Materials,Delivered,825,99.89,97.65,30,Yes,10/11/2023,2023,10,Oct,2023-10,2023Q4,99.89,,
PO-00713,Alpha_Inc,1/28/2022,2/7/2022,MRO,Delivered,654,96.01,90.31,10,Yes,1/28/2022,2022,1,Jan,2022-01,2022Q1,96.01,7/2/2022,155
PO-00714,Gamma_Co,3/27/2022,4/6/2022,MRO,Delivered,1995,88.47,82.65,87,No,3/27/2022,2022,3,Mar,2022-03,2022Q1,88.47,6/4/2022,69
PO-00715,Beta_Supplies,10/21/2023,10/28/2023,MRO,Delivered,1019,91.56,77.93,111,No,10/21/2023,2023,10,Oct,2023-10,2023Q4,91.56,10/28/2023,7
PO-00716,Epsilon_Group,3/15/2023,3/31/2023,Packaging,Pending,1675,73.8,65.34,42,Yes,3/15/2023,2023,3,Mar,2023-03,2023Q1,73.8,3/31/2023,16
PO-00717,Gamma_Co,5/19/2022,5/31/2022,Raw Materials,Pending,1071,60.77,58.5,,Yes,5/19/2022,2022,5,May,2022-05,2022Q2,60.77,5/31/2022,12
PO-00718,Beta_Supplies,4/18/2023,4/27/2023,Office Supplies,Delivered,467,19.17,17.11,49,Yes,4/18/2023,2023,4,Apr,2023-04,2023Q2,19.17,4/27/2023,9
PO-00719,Delta_Logistics,7/6/2022,7/25/2022,MRO,Pending,164,48.16,47.46,27,Yes,6/7/2022,2022,6,Jun,2022-06,2022Q2,48.16,7/25/2022,48
PO-00720,Epsilon_Group,2/21/2022,3/6/2022,Electronics,Cancelled,666,43.76,41.13,18,Yes,2/21/2022,2022,2,Feb,2022-02,2022Q1,43.76,6/3/2022,102
PO-00721,Delta_Logistics,9/24/2022,10/7/2022,Packaging,Partially Delivered,1976,34.71,31.56,286,No,9/24/2022,2022,9,Sep,2022-09,2022Q3,34.71,7/10/2022,-76
PO-00722,Epsilon_Group,1/24/2023,1/29/2023,MRO,Delivered,1269,79.61,71.86,47,Yes,1/24/2023,2023,1,Jan,2023-01,2023Q1,79.61,1/29/2023,5
PO-00723,Epsilon_Group,12/2/2022,12/12/2022,MRO,Delivered,875,57.63,51.8,16,Yes,2/12/2022,2022,2,Feb,2022-02,2022Q1,57.63,12/12/2022,303
PO-00724,Alpha_Inc,8/5/2022,,Packaging,Partially Delivered,1574,17.9,15.85,31,Yes,5/8/2022,2022,5,May,2022-05,2022Q2,17.9,,
PO-00725,Epsilon_Group,4/11/2023,4/26/2023,Office Supplies,Partially Delivered,1699,32.05,29.34,69,Yes,11/4/2023,2023,11,Nov,2023-11,2023Q4,32.05,4/26/2023,-192
PO-00726,Alpha_Inc,12/1/2022,12/17/2022,Electronics,Delivered,1566,75.43,71.27,27,Yes,1/12/2022,2022,1,Jan,2022-01,2022Q1,75.43,12/17/2022,339
PO-00727,Gamma_Co,12/12/2022,12/30/2022,Electronics,Delivered,1148,17.78,17.16,61,Yes,12/12/2022,2022,12,Dec,2022-12,2022Q4,17.78,12/30/2022,18
PO-00728,Epsilon_Group,1/24/2023,2/11/2023,Office Supplies,Delivered,462,91.81,83.14,11,Yes,1/24/2023,2023,1,Jan,2023-01,2023Q1,91.81,11/2/2023,282
PO-00729,Gamma_Co,10/12/2022,10/17/2022,Packaging,Delivered,1449,57.02,49.28,71,Yes,12/10/2022,2022,12,Dec,2022-12,2022Q4,57.02,10/17/2022,-54
PO-00730,Epsilon_Group,3/8/2023,3/27/2023,MRO,Delivered,1493,56.98,52.51,43,Yes,8/3/2023,2023,8,Aug,2023-08,2023Q3,56.98,3/27/2023,-129
PO-00731,Alpha_Inc,9/16/2022,9/18/2022,Office Supplies,Delivered,778,65.85,62.08,,No,9/16/2022,2022,9,Sep,2022-09,2022Q3,65.85,9/18/2022,2
PO-00732,Delta_Logistics,3/25/2022,4/11/2022,Packaging,Partially Delivered,1350,85.06,82.34,,No,3/25/2022,2022,3,Mar,2022-03,2022Q1,85.06,11/4/2022,224
